BRUKSDØGN;PRISOMRÅDE;VOLUM_KWH;ANTALL_ORGANISASJONER;ANTALL_MÅLEPUNKT
2023-11-17;NO1;445517,666;23;65
2023-11-17;NO2;337384,569;12;22
2023-11-17;NO3;1159918,989;10;21
2023-11-17;NO4;503903,668;9;31
2023-11-17;NO5;91918,906;5;10
2023-11-18;NO1;442373,165;23;65
2023-11-18;NO2;319303,841;12;22
2023-11-18;NO3;1207542,785;10;21
2023-11-18;NO4;507858,545;9;31
2023-11-18;NO5;91609,930;5;10
2023-11-19;NO1;441343,807;23;65
2023-11-19;NO2;309079,778;12;22
2023-11-19;NO3;1446020,469;10;21
2023-11-19;NO4;585407,076;9;31
2023-11-19;NO5;91626,690;5;10
2023-11-20;NO1;452116,198;23;65
2023-11-20;NO2;322675,580;12;22
2023-11-20;NO3;1186882,868;10;21
2023-11-20;NO4;497563,036;9;31
2023-11-20;NO5;92139,135;5;10
2023-11-21;NO1;452252,987;23;65
2023-11-21;NO2;333872,341;12;22
2023-11-21;NO3;1186499,382;10;21
2023-11-21;NO4;546891,956;9;31
2023-11-21;NO5;92731,463;5;10
2023-11-22;NO1;448105,776;23;65
2023-11-22;NO2;334393,135;12;22
2023-11-22;NO3;1220785,063;10;21
2023-11-22;NO4;907479,997;9;31
2023-11-22;NO5;92534,846;5;10
2023-11-23;NO1;440840,174;23;65
2023-11-23;NO2;333289,650;12;22
2023-11-23;NO3;1235769,743;10;21
2023-11-23;NO4;914345,447;9;31
2023-11-23;NO5;91417,656;5;10
2023-11-24;NO1;441371,739;23;65
2023-11-24;NO2;332308,404;12;22
2023-11-24;NO3;1234889,037;10;21
2023-11-24;NO4;923563,843;9;31
2023-11-24;NO5;89643,189;5;10
2023-11-25;NO1;438168,340;23;65
2023-11-25;NO2;327470,264;12;22
2023-11-25;NO3;1225923,634;10;21
2023-11-25;NO4;927766,924;9;31
2023-11-25;NO5;88763,121;5;10
2023-11-26;NO1;439047,147;23;65
2023-11-26;NO2;300625,573;12;22
2023-11-26;NO3;1203408,036;10;21
2023-11-26;NO4;673257,445;9;31
2023-11-26;NO5;88702,894;5;10
2023-11-27;NO1;448884,646;23;65
2023-11-27;NO2;314343,126;12;22
2023-11-27;NO3;1199478,209;10;21
2023-11-27;NO4;913685,369;9;31
2023-11-27;NO5;90021,991;5;10
2023-11-28;NO1;455042,119;23;65
2023-11-28;NO2;328180,561;12;22
2023-11-28;NO3;1202448,760;10;21
2023-11-28;NO4;923796,957;9;31
2023-11-28;NO5;90502,771;5;10
2023-11-29;NO1;447657,930;23;65
2023-11-29;NO2;338162,695;12;22
2023-11-29;NO3;1236216,656;10;21
2023-11-29;NO4;919403,478;9;31
2023-11-29;NO5;91968,229;5;10
2023-11-30;NO1;441893,155;23;65
2023-11-30;NO2;328687,289;12;22
2023-11-30;NO3;1242112,934;10;21
2023-11-30;NO4;501998,705;9;31
2023-11-30;NO5;93094,609;5;10
2023-12-01;NO1;446698,773;23;65
2023-12-01;NO2;334671,300;12;22
2023-12-01;NO3;1218728,761;11;22
2023-12-01;NO4;500511,765;9;28
2023-12-01;NO5;93451,623;5;10
2023-12-02;NO1;440040,275;23;65
2023-12-02;NO2;325395,153;12;22
2023-12-02;NO3;1211396,470;11;22
2023-12-02;NO4;499660,687;9;28
2023-12-02;NO5;93223,430;5;10
2023-12-03;NO1;441787,330;23;65
2023-12-03;NO2;311242,985;12;22
2023-12-03;NO3;1212812,471;11;22
2023-12-03;NO4;497767,048;9;28
2023-12-03;NO5;93242,426;5;10
2023-12-04;NO1;454179,804;23;65
2023-12-04;NO2;333983,696;12;22
2023-12-04;NO3;1186701,800;11;22
2023-12-04;NO4;486481,579;9;28
2023-12-04;NO5;93768,737;5;10
2023-12-05;NO1;455346,725;23;65
2023-12-05;NO2;349747,244;12;22
2023-12-05;NO3;1186548,995;11;22
2023-12-05;NO4;488083,047;9;28
2023-12-05;NO5;94092,963;5;10
2023-12-06;NO1;451282,458;23;65
2023-12-06;NO2;350658,840;12;22
2023-12-06;NO3;1189467,586;11;22
2023-12-06;NO4;493683,747;9;28
2023-12-06;NO5;94483,534;5;10
2023-12-07;NO1;449389,661;23;65
2023-12-07;NO2;339329,302;12;22
2023-12-07;NO3;1211695,632;11;22
2023-12-07;NO4;504989,779;9;28
2023-12-07;NO5;95113,121;5;10
2023-12-08;NO1;443678,304;23;65
2023-12-08;NO2;343939,278;12;22
2023-12-08;NO3;1236250,030;11;22
2023-12-08;NO4;601221,821;9;28
2023-12-08;NO5;94509,056;5;10
2023-12-09;NO1;432393,947;23;65
2023-12-09;NO2;339459,617;12;22
2023-12-09;NO3;1283677,382;11;22
2023-12-09;NO4;595205,354;8;20
2023-12-09;NO5;92573,790;5;10
2023-12-10;NO1;433420,178;23;65
2023-12-10;NO2;310477,056;12;22
2023-12-10;NO3;1317039,975;11;22
2023-12-10;NO4;569733,543;8;20
2023-12-10;NO5;92358,797;5;10
2023-12-11;NO1;443365,086;23;65
2023-12-11;NO2;340455,245;12;22
2023-12-11;NO3;1303959,950;11;22
2023-12-11;NO4;541775,789;8;20
2023-12-11;NO5;92754,912;5;10
2023-12-12;NO1;444426,518;23;65
2023-12-12;NO2;359042,099;12;22
2023-12-12;NO3;1289560,624;11;22
2023-12-12;NO4;497664,013;8;20
2023-12-12;NO5;94078,322;5;10
2023-12-13;NO1;446812,880;23;65
2023-12-13;NO2;366428,365;12;22
2023-12-13;NO3;1285668,933;11;22
2023-12-13;NO4;500310,360;8;20
2023-12-13;NO5;95753,074;5;10
2023-12-14;NO1;445085,343;23;65
2023-12-14;NO2;365081,192;12;22
2023-12-14;NO3;1296150,562;11;22
2023-12-14;NO4;513796,874;8;20
2023-12-14;NO5;94980,192;5;10
2023-12-15;NO1;439340,567;23;65
2023-12-15;NO2;360901,854;12;22
2023-12-15;NO3;1331662,795;11;22
2023-12-15;NO4;679838,068;8;20
2023-12-15;NO5;92448,204;5;10
2023-12-16;NO1;431721,851;23;65
2023-12-16;NO2;344694,104;12;22
2023-12-16;NO3;1599582,714;11;22
2023-12-16;NO4;682694,467;8;20
2023-12-16;NO5;91204,775;5;10
2023-12-17;NO1;427677,198;23;65
2023-12-17;NO2;320669,865;12;22
2023-12-17;NO3;1592626,700;11;22
2023-12-17;NO4;682938,282;8;20
2023-12-17;NO5;92736,425;5;10
2023-12-18;NO1;461419,432;23;69
2023-12-18;NO2;338526,900;12;22
2023-12-18;NO3;1834930,806;11;22
2023-12-18;NO4;684002,413;8;20
2023-12-18;NO5;94871,252;5;10
2023-12-19;NO1;435231,767;23;69
2023-12-19;NO2;345461,952;12;22
2023-12-19;NO3;1845120,160;11;22
2023-12-19;NO4;684389,357;8;20
2023-12-19;NO5;94851,981;5;10
2023-12-20;NO1;438233,290;23;69
2023-12-20;NO2;336600,516;12;22
2023-12-20;NO3;1857366,978;11;22
2023-12-20;NO4;662616,654;8;20
2023-12-20;NO5;94792,273;5;10
2023-12-21;NO1;439362,616;22;57
2023-12-21;NO2;339800,159;12;22
2023-12-21;NO3;1879578,030;11;22
2023-12-21;NO4;686070,334;8;20
2023-12-21;NO5;95010,454;5;10
2023-12-22;NO1;435594,906;22;57
2023-12-22;NO2;338145,280;12;22
2023-12-22;NO3;1879280,206;11;22
2023-12-22;NO4;685431,548;8;20
2023-12-22;NO5;95818,585;5;10
2023-12-23;NO1;432820,716;22;57
2023-12-23;NO2;336603,439;12;22
2023-12-23;NO3;1873438,671;11;22
2023-12-23;NO4;682230,978;8;20
2023-12-23;NO5;96185,625;5;10
2023-12-24;NO1;433501,841;22;57
2023-12-24;NO2;317540,885;12;22
2023-12-24;NO3;1873749,054;11;22
2023-12-24;NO4;684946,915;8;20
2023-12-24;NO5;95967,526;5;10
2023-12-25;NO1;431776,854;22;57
2023-12-25;NO2;314939,701;12;22
2023-12-25;NO3;1867684,881;11;22
2023-12-25;NO4;682649,418;8;20
2023-12-25;NO5;95357,775;5;10
2023-12-26;NO1;437231,629;22;57
2023-12-26;NO2;311701,310;12;22
2023-12-26;NO3;1865078,338;11;22
2023-12-26;NO4;682900,671;8;20
2023-12-26;NO5;95298,223;5;10
2023-12-27;NO1;440958,945;22;57
2023-12-27;NO2;307804,233;12;22
2023-12-27;NO3;1862701,912;11;22
2023-12-27;NO4;680973,348;8;20
2023-12-27;NO5;95858,967;5;10
2023-12-28;NO1;439143,063;22;57
2023-12-28;NO2;306910,185;12;22
2023-12-28;NO3;1870883,250;11;22
2023-12-28;NO4;681139,316;8;20
2023-12-28;NO5;94939,379;5;10
2023-12-29;NO1;431672,787;22;57
2023-12-29;NO2;312516,130;12;22
2023-12-29;NO3;1874038,682;11;22
2023-12-29;NO4;680526,987;8;20
2023-12-29;NO5;95861,486;5;10
2023-12-30;NO1;432142,345;22;57
2023-12-30;NO2;314869,614;13;23
2023-12-30;NO3;1869194,332;11;22
2023-12-30;NO4;679909,775;8;20
2023-12-30;NO5;95759,043;5;10
2023-12-31;NO1;432360,354;22;57
2023-12-31;NO2;303341,162;13;23
2023-12-31;NO3;1866523,932;11;22
2023-12-31;NO4;679194,408;8;20
2023-12-31;NO5;95553,271;5;10
2024-01-01;NO1;432884,182;22;57
2024-01-01;NO2;300000,031;13;23
2024-01-01;NO3;1861596,972;11;22
2024-01-01;NO4;679104,988;8;20
2024-01-01;NO5;95496,894;5;10
2024-01-02;NO1;444475,561;22;57
2024-01-02;NO2;313186,079;13;23
2024-01-02;NO3;1625018,484;11;22
2024-01-02;NO4;679408,601;8;20
2024-01-02;NO5;96111,803;5;10
2024-01-03;NO1;449908,881;22;57
2024-01-03;NO2;325860,876;13;23
2024-01-03;NO3;1624167,840;11;22
2024-01-03;NO4;678138,352;8;20
2024-01-03;NO5;96431,403;5;10
2024-01-04;NO1;452798,379;22;57
2024-01-04;NO2;327799,779;13;23
2024-01-04;NO3;1597460,103;11;22
2024-01-04;NO4;677492,834;8;20
2024-01-04;NO5;96706,328;5;10
2024-01-05;NO1;458415,688;22;57
2024-01-05;NO2;330998,161;13;23
2024-01-05;NO3;901068,755;11;22
2024-01-05;NO4;673162,983;8;20
2024-01-05;NO5;96931,505;5;10
2024-01-06;NO1;456426,703;22;57
2024-01-06;NO2;319001,518;13;23
2024-01-06;NO3;731249,859;11;22
2024-01-06;NO4;668124,720;8;20
2024-01-06;NO5;96555,716;5;10
2024-01-07;NO1;457760,861;22;57
2024-01-07;NO2;318582,126;13;23
2024-01-07;NO3;805443,429;11;22
2024-01-07;NO4;668948,296;8;20
2024-01-07;NO5;96489,645;5;10
2024-01-08;NO1;461320,988;22;57
2024-01-08;NO2;336339,490;13;23
2024-01-08;NO3;1427876,803;11;22
2024-01-08;NO4;666789,963;8;20
2024-01-08;NO5;96373,228;5;10
2024-01-09;NO1;472402,166;22;57
2024-01-09;NO2;348064,987;13;23
2024-01-09;NO3;1627315,958;11;22
2024-01-09;NO4;625210,413;8;20
2024-01-09;NO5;96297,924;5;10
2024-01-10;NO1;466726,864;22;57
2024-01-10;NO2;339732,157;13;23
2024-01-10;NO3;1638781,888;11;22
2024-01-10;NO4;668688,619;8;20
2024-01-10;NO5;95055,557;5;10
2024-01-11;NO1;455809,819;22;57
2024-01-11;NO2;350562,426;13;23
2024-01-11;NO3;1649897,795;11;22
2024-01-11;NO4;668756,645;8;20
2024-01-11;NO5;94824,520;5;10
2024-01-12;NO1;446496,955;22;57
2024-01-12;NO2;349238,030;13;23
2024-01-12;NO3;1657566,449;11;22
2024-01-12;NO4;670112,490;8;20
2024-01-12;NO5;94716,962;5;10
2024-01-13;NO1;439254,951;22;57
2024-01-13;NO2;340660,987;13;23
2024-01-13;NO3;1661896,133;11;22
2024-01-13;NO4;668106,454;8;20
2024-01-13;NO5;94760,091;5;10
2024-01-14;NO1;436847,245;22;57
2024-01-14;NO2;323823,625;13;23
2024-01-14;NO3;1645696,115;11;22
2024-01-14;NO4;566454,478;8;20
2024-01-14;NO5;94839,733;5;10
2024-01-15;NO1;456368,468;22;57
2024-01-15;NO2;331236,368;13;23
2024-01-15;NO3;1625844,856;11;22
2024-01-15;NO4;508742,245;8;20
2024-01-15;NO5;95121,956;5;10
2024-01-16;NO1;464566,699;22;57
2024-01-16;NO2;350436,054;13;23
2024-01-16;NO3;1645346,021;11;22
2024-01-16;NO4;563052,598;8;20
2024-01-16;NO5;95109,175;5;10
2024-01-17;NO1;458663,815;22;57
2024-01-17;NO2;365414,386;13;23
2024-01-17;NO3;1662401,420;11;22
2024-01-17;NO4;659725,222;8;20
2024-01-17;NO5;94825,387;5;10
2024-01-18;NO1;477392,626;22;57
2024-01-18;NO2;369605,308;13;23
2024-01-18;NO3;1659758,232;11;22
2024-01-18;NO4;665567,083;8;20
2024-01-18;NO5;95093,696;5;10
2024-01-19;NO1;466082,091;22;57
2024-01-19;NO2;365175,614;13;23
2024-01-19;NO3;1689194,297;11;22
2024-01-19;NO4;610200,897;8;20
2024-01-19;NO5;94763,386;5;10
2024-01-20;NO1;462641,795;22;57
2024-01-20;NO2;365009,520;13;23
2024-01-20;NO3;1694499,853;11;22
2024-01-20;NO4;664293,017;8;20
2024-01-20;NO5;94706,392;5;10
2024-01-21;NO1;446133,341;22;57
2024-01-21;NO2;341096,965;13;23
2024-01-21;NO3;1697718,535;11;22
2024-01-21;NO4;662765,393;8;20
2024-01-21;NO5;94340,278;5;10
2024-01-22;NO1;450170,470;22;57
2024-01-22;NO2;350985,524;13;23
2024-01-22;NO3;1701311,505;11;22
2024-01-22;NO4;661452,556;8;20
2024-01-22;NO5;94353,916;5;10
2024-01-23;NO1;454064,298;22;57
2024-01-23;NO2;367877,551;13;23
2024-01-23;NO3;1705900,456;11;22
2024-01-23;NO4;663718,545;8;20
2024-01-23;NO5;94526,273;5;10
2024-01-24;NO1;450501,811;22;57
2024-01-24;NO2;367667,644;13;23
2024-01-24;NO3;1710198,762;11;22
2024-01-24;NO4;663589,966;8;20
2024-01-24;NO5;87597,964;5;10
2024-01-25;NO1;451783,258;22;57
2024-01-25;NO2;368429,778;13;23
2024-01-25;NO3;1707364,673;11;22
2024-01-25;NO4;659375,064;8;20
2024-01-25;NO5;91092,325;5;10
2024-01-26;NO1;450006,024;22;57
2024-01-26;NO2;373479,793;13;23
2024-01-26;NO3;1716871,040;11;22
2024-01-26;NO4;652493,026;8;20
2024-01-26;NO5;94347,477;5;10
2024-01-27;NO1;445453,510;22;57
2024-01-27;NO2;350841,527;13;23
2024-01-27;NO3;1945186,141;11;22
2024-01-27;NO4;668862,655;8;20
2024-01-27;NO5;94313,375;5;10
2024-01-28;NO1;446016,004;22;57
2024-01-28;NO2;323881,705;13;23
2024-01-28;NO3;1950495,837;11;22
2024-01-28;NO4;653579,863;8;20
2024-01-28;NO5;94383,972;5;10
2024-01-29;NO1;457257,714;22;57
2024-01-29;NO2;329697,353;13;23
2024-01-29;NO3;1946652,230;11;22
2024-01-29;NO4;638105,439;8;20
2024-01-29;NO5;94799,780;5;10
2024-01-30;NO1;456928,481;22;57
2024-01-30;NO2;350544,176;13;23
2024-01-30;NO3;1952986,074;11;22
2024-01-30;NO4;663916,825;8;20
2024-01-30;NO5;95123,282;5;10
2024-01-31;NO1;467879,649;22;57
2024-01-31;NO2;360559,858;13;23
2024-01-31;NO3;1958989,524;11;22
2024-01-31;NO4;667611,896;8;20
2024-01-31;NO5;95629,219;5;10
2024-02-01;NO1;459766,643;22;57
2024-02-01;NO2;359051,016;13;23
2024-02-01;NO3;1942465,666;11;22
2024-02-01;NO4;604618,880;8;20
2024-02-01;NO5;95900,214;5;10
2024-02-02;NO1;456299,701;22;57
2024-02-02;NO2;353906,443;13;23
2024-02-02;NO3;1951549,737;11;22
2024-02-02;NO4;664540,129;8;20
2024-02-02;NO5;95796,384;5;10
2024-02-03;NO1;447875,223;22;57
2024-02-03;NO2;345606,902;13;23
2024-02-03;NO3;1824679,172;11;22
2024-02-03;NO4;656264,781;8;20
2024-02-03;NO5;92576,594;5;10
2024-02-04;NO1;440944,302;22;57
2024-02-04;NO2;319762,873;13;23
2024-02-04;NO3;1334736,724;11;22
2024-02-04;NO4;642035,045;8;20
2024-02-04;NO5;94272,167;5;10
2024-02-05;NO1;451685,837;22;57
2024-02-05;NO2;337448,799;13;23
2024-02-05;NO3;1916821,598;11;22
2024-02-05;NO4;664148,811;8;20
2024-02-05;NO5;95552,569;5;10
2024-02-06;NO1;457849,559;22;57
2024-02-06;NO2;366458,983;13;23
2024-02-06;NO3;1698868,788;11;22
2024-02-06;NO4;560872,517;8;20
2024-02-06;NO5;96093,518;5;10
2024-02-07;NO1;448908,418;22;57
2024-02-07;NO2;364038,498;13;23
2024-02-07;NO3;1680538,437;11;22
2024-02-07;NO4;553264,701;8;20
2024-02-07;NO5;95890,564;5;10
2024-02-08;NO1;463108,509;22;57
2024-02-08;NO2;363733,888;13;23
2024-02-08;NO3;1662873,252;11;22
2024-02-08;NO4;623341,347;8;20
2024-02-08;NO5;95155,187;5;10
2024-02-09;NO1;464829,516;22;57
2024-02-09;NO2;385310,443;13;23
2024-02-09;NO3;1677814,833;11;22
2024-02-09;NO4;656873,161;8;20
2024-02-09;NO5;95401,590;5;10
2024-02-10;NO1;453127,856;22;57
2024-02-10;NO2;376630,966;13;23
2024-02-10;NO3;1680850,944;11;22
2024-02-10;NO4;659183,874;8;20
2024-02-10;NO5;95646,377;5;10
2024-02-11;NO1;447417,391;22;57
2024-02-11;NO2;365310,863;13;23
2024-02-11;NO3;1678879,816;11;22
2024-02-11;NO4;592681,192;8;20
2024-02-11;NO5;95393,138;5;10
2024-02-12;NO1;455303,367;22;57
2024-02-12;NO2;370657,827;13;23
2024-02-12;NO3;1689450,756;11;22
2024-02-12;NO4;658447,598;8;20
2024-02-12;NO5;95610,712;5;10
2024-02-13;NO1;461517,637;22;57
2024-02-13;NO2;377768,921;13;23
2024-02-13;NO3;1697616,907;11;22
2024-02-13;NO4;660327,556;8;20
2024-02-13;NO5;95448,124;5;10
2024-02-14;NO1;467215,595;22;57
2024-02-14;NO2;377789,794;13;23
2024-02-14;NO3;1723743,124;11;22
2024-02-14;NO4;659574,257;8;20
2024-02-14;NO5;95562,100;5;10
2024-02-15;NO1;467240,706;22;57
2024-02-15;NO2;381715,694;13;23
2024-02-15;NO3;1799499,433;11;22
2024-02-15;NO4;659451,503;8;20
2024-02-15;NO5;95653,480;5;10
2024-02-16;NO1;466479,145;22;57
2024-02-16;NO2;373695,986;13;23
2024-02-16;NO3;1870196,368;11;22
2024-02-16;NO4;658401,526;8;20
2024-02-16;NO5;95725,868;5;10
2024-02-17;NO1;457921,233;22;57
2024-02-17;NO2;370699,915;13;23
2024-02-17;NO3;1938496,576;11;22
2024-02-17;NO4;657712,252;8;20
2024-02-17;NO5;95461,198;5;10
2024-02-18;NO1;450933,061;22;57
2024-02-18;NO2;350016,381;13;23
2024-02-18;NO3;1941002,602;11;22
2024-02-18;NO4;656947,590;8;20
2024-02-18;NO5;95393,434;5;10
2024-02-19;NO1;465334,052;22;57
2024-02-19;NO2;369011,100;13;23
2024-02-19;NO3;1967418,822;11;22
2024-02-19;NO4;574509,482;8;20
2024-02-19;NO5;95458,717;5;10
2024-02-20;NO1;473659,076;22;57
2024-02-20;NO2;377282,252;13;23
2024-02-20;NO3;2032164,423;11;22
2024-02-20;NO4;646636,129;8;20
2024-02-20;NO5;95292,948;5;10
2024-02-21;NO1;464778,659;22;57
2024-02-21;NO2;369017,534;13;23
2024-02-21;NO3;2072262,784;11;22
2024-02-21;NO4;682129,861;8;20
2024-02-21;NO5;95443,205;5;10
2024-02-22;NO1;466629,323;22;57
2024-02-22;NO2;333661,310;13;23
2024-02-22;NO3;2346938,765;11;22
2024-02-22;NO4;681483,871;8;20
2024-02-22;NO5;95465,791;5;10
2024-02-23;NO1;472723,574;22;57
2024-02-23;NO2;388500,336;13;23
2024-02-23;NO3;2419502,098;11;22
2024-02-23;NO4;684655,517;8;20
2024-02-23;NO5;95389,219;5;10
2024-02-24;NO1;454391,895;22;57
2024-02-24;NO2;379294,185;13;23
2024-02-24;NO3;2391704,872;11;22
2024-02-24;NO4;687055,573;8;20
2024-02-24;NO5;95054,439;5;10
2024-02-25;NO1;449169,122;22;57
2024-02-25;NO2;360099,303;13;23
2024-02-25;NO3;2403609,829;11;22
2024-02-25;NO4;683202,580;8;20
2024-02-25;NO5;94473,136;5;10
2024-02-26;NO1;463468,824;22;57
2024-02-26;NO2;371844,079;13;23
2024-02-26;NO3;2402882,310;11;22
2024-02-26;NO4;672268,831;8;20
2024-02-26;NO5;95310,137;5;10
2024-02-27;NO1;467496,568;22;57
2024-02-27;NO2;379344,054;13;23
2024-02-27;NO3;2417861,891;11;22
2024-02-27;NO4;689865,121;8;20
2024-02-27;NO5;95646,169;5;10
2024-02-28;NO1;469415,698;22;57
2024-02-28;NO2;380128,765;13;23
2024-02-28;NO3;2434748,591;11;22
2024-02-28;NO4;691421,127;8;20
2024-02-28;NO5;95310,148;5;10
2024-02-29;NO1;472094,413;22;57
2024-02-29;NO2;382908,514;13;23
2024-02-29;NO3;2476901,182;11;22
2024-02-29;NO4;694275,712;8;20
2024-02-29;NO5;95175,086;5;10
2024-03-01;NO1;461714,598;22;57
2024-03-01;NO2;388200,558;13;23
2024-03-01;NO3;2486480,584;11;22
2024-03-01;NO4;694894,141;8;20
2024-03-01;NO5;95300,623;5;10
2024-03-02;NO1;455869,461;22;57
2024-03-02;NO2;371246,819;13;23
2024-03-02;NO3;2489131,116;11;22
2024-03-02;NO4;692058,071;8;20
2024-03-02;NO5;95082,210;5;10
2024-03-03;NO1;449841,985;22;57
2024-03-03;NO2;354984,873;13;23
2024-03-03;NO3;2487539,371;11;22
2024-03-03;NO4;688900,757;8;20
2024-03-03;NO5;94972,240;5;10
2024-03-04;NO1;474109,974;22;57
2024-03-04;NO2;375098,912;13;23
2024-03-04;NO3;2494612,371;11;22
2024-03-04;NO4;452314,690;8;20
2024-03-04;NO5;95546,616;5;10
2024-03-05;NO1;475127,644;22;57
2024-03-05;NO2;377479,879;13;23
2024-03-05;NO3;2510349,040;11;22
2024-03-05;NO4;654986,255;8;20
2024-03-05;NO5;95554,887;5;10
2024-03-06;NO1;480278,960;22;57
2024-03-06;NO2;393641,100;13;23
2024-03-06;NO3;2504654,192;11;22
2024-03-06;NO4;678728,992;8;20
2024-03-06;NO5;95803,079;5;10
2024-03-07;NO1;474203,391;22;57
2024-03-07;NO2;386779,073;13;23
2024-03-07;NO3;2501357,521;11;22
2024-03-07;NO4;676877,876;8;20
2024-03-07;NO5;95505,295;5;10
2024-03-08;NO1;469173,988;22;57
2024-03-08;NO2;404024,088;13;23
2024-03-08;NO3;2510228,804;11;22
2024-03-08;NO4;690610,890;8;20
2024-03-08;NO5;95695,214;5;10
2024-03-09;NO1;455693,005;22;57
2024-03-09;NO2;401237,607;13;23
2024-03-09;NO3;2518401,335;11;22
2024-03-09;NO4;711199,497;8;20
2024-03-09;NO5;95351,489;5;10
2024-03-10;NO1;459973,826;22;57
2024-03-10;NO2;387984,296;13;23
2024-03-10;NO3;2506556,628;11;22
2024-03-10;NO4;711563,805;8;20
2024-03-10;NO5;95496,740;5;10
2024-03-11;NO1;478043,135;22;57
2024-03-11;NO2;400113,152;13;23
2024-03-11;NO3;2511184,785;11;22
2024-03-11;NO4;711185,310;8;20
2024-03-11;NO5;95811,896;5;10
2024-03-12;NO1;476240,011;22;57
2024-03-12;NO2;396665,964;13;23
2024-03-12;NO3;2514838,946;11;22
2024-03-12;NO4;705451,389;8;20
2024-03-12;NO5;130440,926;5;10
2024-03-13;NO1;480528,970;22;57
2024-03-13;NO2;392739,457;13;23
2024-03-13;NO3;2524220,242;11;22
2024-03-13;NO4;727412,956;8;20
2024-03-13;NO5;196538,367;5;10
2024-03-14;NO1;497344,174;22;57
2024-03-14;NO2;397529,805;13;23
2024-03-14;NO3;2532762,923;11;22
2024-03-14;NO4;733601,436;8;20
2024-03-14;NO5;195413,929;5;10
2024-03-15;NO1;488843,252;22;57
2024-03-15;NO2;395623,617;13;23
2024-03-15;NO3;2538357,690;11;22
2024-03-15;NO4;738102,243;8;20
2024-03-15;NO5;195509,008;5;10
2024-03-16;NO1;506438,552;22;57
2024-03-16;NO2;379627,274;13;23
2024-03-16;NO3;2539624,814;11;22
2024-03-16;NO4;733666,598;8;20
2024-03-16;NO5;195005,277;5;10
2024-03-17;NO1;485918,994;22;57
2024-03-17;NO2;363710,215;13;23
2024-03-17;NO3;2527999,284;11;22
2024-03-17;NO4;735748,683;8;20
2024-03-17;NO5;194712,813;5;10
2024-03-18;NO1;489981,195;22;57
2024-03-18;NO2;376257,653;13;23
2024-03-18;NO3;2533759,405;11;22
2024-03-18;NO4;737896,762;8;20
2024-03-18;NO5;196248,510;5;10
2024-03-19;NO1;477171,055;22;57
2024-03-19;NO2;388210,977;13;23
2024-03-19;NO3;2540123,912;11;22
2024-03-19;NO4;741014,798;8;20
2024-03-19;NO5;194256,245;5;10
2024-03-20;NO1;484374,908;22;57
2024-03-20;NO2;399362,180;13;23
2024-03-20;NO3;2527579,545;11;22
2024-03-20;NO4;623194,873;8;20
2024-03-20;NO5;196824,556;5;10
2024-03-21;NO1;500261,841;22;57
2024-03-21;NO2;401165,801;13;23
2024-03-21;NO3;2533162,861;11;22
2024-03-21;NO4;620751,013;8;20
2024-03-21;NO5;196783,601;5;10
2024-03-22;NO1;514234,472;22;57
2024-03-22;NO2;396126,720;13;23
2024-03-22;NO3;2544830,408;11;22
2024-03-22;NO4;759682,798;8;20
2024-03-22;NO5;196272,390;5;10
2024-03-23;NO1;474304,915;22;57
2024-03-23;NO2;390114,836;13;23
2024-03-23;NO3;2536107,416;11;22
2024-03-23;NO4;758400,713;8;20
2024-03-23;NO5;196201,216;5;10
2024-03-24;NO1;470542,492;22;57
2024-03-24;NO2;371335,999;13;23
2024-03-24;NO3;2515254,302;11;22
2024-03-24;NO4;680746,960;8;20
2024-03-24;NO5;195691,232;5;10
2024-03-25;NO1;478371,239;22;57
2024-03-25;NO2;385528,065;13;23
2024-03-25;NO3;2514175,472;11;22
2024-03-25;NO4;548869,849;8;20
2024-03-25;NO5;195672,382;5;10
2024-03-26;NO1;525699,829;22;57
2024-03-26;NO2;404674,587;13;23
2024-03-26;NO3;2531526,084;11;22
2024-03-26;NO4;600775,796;8;20
2024-03-26;NO5;195918,006;5;10
2024-03-27;NO1;522170,446;22;57
2024-03-27;NO2;390290,975;13;23
2024-03-27;NO3;2538760,094;11;22
2024-03-27;NO4;763271,225;8;20
2024-03-27;NO5;196088,541;5;10
2024-03-28;NO1;477782,145;22;57
2024-03-28;NO2;386431,100;13;23
2024-03-28;NO3;2550842,360;11;22
2024-03-28;NO4;774778,636;8;20
2024-03-28;NO5;195939,690;5;10
2024-03-29;NO1;468602,032;22;57
2024-03-29;NO2;384400,863;13;23
2024-03-29;NO3;2552575,075;11;22
2024-03-29;NO4;774524,915;8;20
2024-03-29;NO5;195269,722;5;10
2024-03-30;NO1;464830,207;22;57
2024-03-30;NO2;370708,425;13;23
2024-03-30;NO3;2551034,565;11;22
2024-03-30;NO4;774617,444;8;20
2024-03-30;NO5;195357,479;5;10
2024-03-31;NO1;441019,668;22;57
2024-03-31;NO2;348599,434;13;23
2024-03-31;NO3;2432488,182;11;22
2024-03-31;NO4;742225,936;8;20
2024-03-31;NO5;187272,502;5;10
2024-04-01;NO1;466390,625;21;55
2024-04-01;NO2;360893,453;13;23
2024-04-01;NO3;2537095,543;11;22
2024-04-01;NO4;774495,970;8;20
2024-04-01;NO5;194753,989;5;10
2024-04-02;NO1;478948,783;21;55
2024-04-02;NO2;373739,294;13;23
2024-04-02;NO3;2532693,196;11;22
2024-04-02;NO4;753604,176;8;20
2024-04-02;NO5;187675,438;5;10
